Meal Choice,Meal Cost,Tourist_Country,Cities,is_canceled,lead_time,arrival_date_year,arrival_date_month,Quarters ,stays_in_weekend_nights,stays_in_week_nights,Total_Stay_Days,Adults,Children,Market_segment,Distribution_channel,Room Class,Room Cost ,Total Room Cost ,Deposit_type,days_in_waiting_list,customer_type,Reservation_status,Overall Cost,
Self Catering,200, China  , Chennai,0,98,2021,November,0,1,1,2,2,0,Online TA,TA/TO,F,500,1000,No Deposit ,3,Transient,Canceled,1200,
Self Catering,200,Europe, Kochi,0,95,2025,July,1,1,2,3,2,0,Online TA,TA/TO,D,700,2100,Advance,2,Transient,Canceled,2300,
Full Meal,300, China  , Indore,1,48,2024,December,0,1,3,4,2,0,Online TA,TA/TO,C,800,3200,Advance,3,Transient,Canceled,3500,
No Meal,0, Iran  , Indore,0,66,2025,March,0,1,3,4,2,0,Offline TA/TO,TA/TO,A,1000,4000,Advance,1,Transient,No-Show,4000,
Full Meal,300,USA  , Indore,0,104,2023,February,0,1,3,4,2,0,Online TA,TA/TO,E,600,2400,Advance,1,Transient,Canceled,2700,
Half Meal,150, China  , Lucknow,0,28,2023,March,1,1,4,5,2,0,Online TA,TA/TO,A,1000,5000,Refundable,3,Transient,Check-Out,5150,
Self Catering,200, Nepal  , Jaipur,0,34,2023,October,0,1,4,5,2,0,Direct,Direct,C,800,4000,Refundable,1,Transient,Check-Out,4200,
Full Meal,300, Nepal  , Lucknow,0,98,2025,October,1,1,5,6,2,0,Online TA,TA/TO,A,1000,6000,No Deposit ,1,Transient,Canceled,6300,
Full Meal,300, Spain  , Kolkata,0,104,2020,March,1,1,5,6,2,0,Online TA,TA/TO,B,900,5400,No Deposit ,3,Transient,Canceled,5700,
Half Meal,150, Portugal  , Kochi,0,68,2022,February,1,2,5,7,2,2,Online TA,TA/TO,E,600,4200,Non Refundable,4,Transient,Check-Out,4350,
Bed & Breakfast,100, Nepal  , Delhi,1,86,2021,March,0,2,5,7,1,0,Offline TA/TO,TA/TO,A,1000,7000,Advance,4,Transient,No-Show,7100,
Bed & Breakfast,100, Norway  , Jaipur,0,258,2023,February,1,2,5,7,2,0,Offline TA/TO,TA/TO,F,500,3500,Advance,3,Contract,No-Show,3600,
Half Meal,150, Portugal  , Bangalore,0,111,2022,January,1,3,5,8,2,0,Online TA,TA/TO,C,800,6400,Refundable,4,Transient,Check-Out,6550,
Bed & Breakfast,100, Nepal  , Chandigarh,1,94,2023,June,1,3,7,10,2,0,Online TA,TA/TO,A,1000,10000,Refundable,3,Transient,No-Show,10100,
Half Meal,150, Spain  , Hyderabad,0,112,2025,June,1,3,7,10,2,0,Offline TA/TO,TA/TO,A,1000,10000,Advance,4,Transient,No-Show,10150,
Half Meal,150, China  , Hyderabad,0,100,2021,October,0,3,7,10,2,0,Offline TA/TO,TA/TO,B,900,9000,Refundable,2,Transient,Canceled,9150,
No Meal,0, Portugal  , Pune,0,33,2021,March,0,3,7,10,2,0,Direct,Direct,C,800,8000,Advance,3,Transient,Canceled,8000,
Self Catering,200,Europe, Lucknow,0,97,2025,April,0,3,7,10,2,0,Offline TA/TO,TA/TO,D,700,7000,No Deposit ,2,Contract,Canceled,7200,
Half Meal,150, Spain  , Ahmedabad,0,80,2023,December,0,3,8,11,1,0,Direct,Direct,F,500,5500,Advance,4,Transient,No-Show,5650,
Half Meal,150, Spain  , Kolkata,0,90,2023,February,0,4,10,14,2,0,Offline TA/TO,TA/TO,C,800,11200,Non Refundable,4,Contract,Canceled,11350,
Full Meal,300, Italy  , Lucknow,0,111,2023,June,1,4,10,14,2,0,Offline TA/TO,TA/TO,C,800,11200,Refundable,1,Contract,Check-Out,11500,
Self Catering,200, Norway  , Chennai,0,65,2020,December,0,2,5,7,2,0,Offline TA/TO,TA/TO,A,1000,7000,Non Refundable,3,Transient,Canceled,7200,
No Meal,0, China  , Goa,1,67,2022,June,1,0,2,2,2,0,Online TA,TA/TO,B,900,1800,Non Refundable,4,Transient,Canceled,1800,
No Meal,0, Portugal  , Jaipur,0,55,2024,September,1,0,3,3,2,0,Online TA,TA/TO,E,600,1800,No Deposit ,4,Transient,Canceled,1800,
Full Meal,300,Europe, Chennai,0,21,2020,December,1,0,3,3,2,1,Direct,Direct,B,900,2700,Advance,3,Transient,Canceled,3000,
Full Meal,300, Iran  , Lucknow,0,8,2021,August,0,0,0,0,2,0,Direct,Direct,C,800,0,Non Refundable,2,Transient,Canceled,300,
Self Catering,200, Norway  , Chandigarh,0,8,2024,July,0,0,0,0,2,0,Online TA,TA/TO,E,600,0,No Deposit ,1,Transient,Canceled,200,
Self Catering,200, Spain  , Kolkata,0,0,2025,September,0,0,1,1,1,0,Online TA,TA/TO,B,900,900,Refundable,4,Transient,Canceled,1100,
Full Meal,300, Norway  , Kolkata,0,0,2022,June,1,0,1,1,3,0,Direct,Direct,C,800,800,Refundable,3,Transient,Check-Out,1100,
Bed & Breakfast,100, Italy  , Bhopal,0,0,2025,August,1,0,1,1,1,0,Online TA,TA/TO,B,900,900,No Deposit ,3,Transient,Canceled,1000,
Full Meal,300, Nepal  , Kolkata,0,8,2024,November,0,0,4,4,3,2,Online TA,TA/TO,F,500,2000,Non Refundable,2,Transient,No-Show,2300,
Self Catering,200, Portugal  , Chandigarh,0,66,2024,June,0,0,4,4,2,0,Online TA,TA/TO,E,600,2400,Non Refundable,4,Transient,Check-Out,2600,
Bed & Breakfast,100, Norway  , Bhopal,0,88,2025,July,1,0,4,4,3,0,Offline TA/TO,TA/TO,C,800,3200,Refundable,2,Transient,No-Show,3300,
No Meal,0, Norway  , Bangalore,0,0,2023,July,0,0,4,4,2,0,Direct,Direct,F,500,2000,Non Refundable,1,Transient,No-Show,2000,
Half Meal,150, China  , Kochi,1,43,2025,November,1,0,5,5,2,0,Offline TA/TO,TA/TO,E,600,3000,No Deposit ,2,Transient,Check-Out,3150,
Self Catering,200, China  , Jaipur,1,88,2022,August,1,2,5,7,2,0,Online TA,TA/TO,B,900,6300,No Deposit ,1,Transient,Canceled,6500,
Half Meal,150, Iran  , Indore,0,54,2023,March,0,2,5,7,2,0,Offline TA/TO,TA/TO,F,500,3500,No Deposit ,4,Transient,No-Show,3650,
Bed & Breakfast,100,Europe, Lucknow,1,292,2021,March,1,2,5,7,2,0,Offline TA/TO,TA/TO,D,700,4900,Refundable,1,Contract,Check-Out,5000,
Full Meal,300, Spain  , Jaipur,0,112,2024,June,0,4,10,14,2,0,Offline TA/TO,TA/TO,F,500,7000,Non Refundable,2,Contract,Check-Out,7300,
Half Meal,150, China  , Kochi,0,68,2021,September,0,0,3,3,2,0,Online TA,TA/TO,F,500,1500,Non Refundable,2,Transient,No-Show,1650,
Full Meal,300,Europe, Mumbai,0,7,2021,January,1,0,4,4,2,0,Online TA,TA/TO,A,1000,4000,Refundable,3,Transient,Check-Out,4300,
No Meal,0, Norway  , Kolkata,0,1,2025,June,0,0,4,4,2,0,Online TA,TA/TO,A,1000,4000,Refundable,4,Transient,Check-Out,4000,
No Meal,0,USA  , Bhopal,1,113,2024,October,1,0,4,4,2,0,Online TA,TA/TO,C,800,3200,Refundable,3,Transient,Canceled,3200,
Bed & Breakfast,100,USA  , Pune,0,5,2021,December,0,0,4,4,2,0,Online TA,TA/TO,A,1000,4000,Non Refundable,2,Transient,Canceled,4100,
Full Meal,300, Portugal  , Ahmedabad,0,83,2024,June,0,0,4,4,2,0,Offline TA/TO,TA/TO,D,700,2800,Non Refundable,2,Transient,Check-Out,3100,
Bed & Breakfast,100, Portugal  , Lucknow,1,105,2022,June,1,0,4,4,2,0,Online TA,TA/TO,F,500,2000,Refundable,2,Transient,Check-Out,2100,
Bed & Breakfast,100,USA  , Ahmedabad,0,0,2023,March,0,0,1,1,1,0,Offline TA/TO,TA/TO,A,1000,1000,Refundable,4,Transient,No-Show,1100,
Self Catering,200, Portugal  , Chandigarh,1,1,2022,August,0,0,1,1,2,0,Corporate,Corporate,C,800,800,No Deposit ,2,Transient,Check-Out,1000,
Half Meal,150,Europe, Chandigarh,1,1,2020,September,1,0,1,1,2,0,Corporate,Corporate,B,900,900,Non Refundable,4,Transient,Canceled,1050,
Bed & Breakfast,100, China  , Delhi,0,1,2022,October,0,0,2,2,2,0,Corporate,Corporate,E,600,1200,Non Refundable,2,Transient,Check-Out,1300,
No Meal,0,USA  , Chandigarh,1,102,2022,October,0,1,4,5,2,0,Direct,Direct,B,900,4500,Refundable,2,Transient,Check-Out,4500,
No Meal,0, Spain  , Kochi,0,113,2025,April,0,2,4,6,2,0,Direct,Direct,E,600,3600,No Deposit ,3,Transient,No-Show,3600,
Bed & Breakfast,100,USA  , Chennai,1,280,2020,February,0,2,5,7,2,1,Offline TA/TO,TA/TO,C,800,5600,Non Refundable,3,Contract,Check-Out,5700,
Full Meal,300, Italy  , Chandigarh,0,96,2021,January,0,2,5,7,2,0,Online TA,TA/TO,F,500,3500,No Deposit ,3,Transient,Check-Out,3800,
Bed & Breakfast,100,USA  , Kolkata,0,394,2021,January,1,2,5,7,2,0,Offline TA/TO,TA/TO,D,700,4900,Advance,1,Contract,Canceled,5000,
Bed & Breakfast,100, China  , Jaipur,0,33,2021,April,1,2,5,7,2,0,Online TA,TA/TO,E,600,4200,Advance,1,Transient,Canceled,4300,
Half Meal,150, China  , Goa,0,82,2023,August,1,2,6,8,3,0,Direct,Direct,E,600,4800,No Deposit ,1,Transient,Canceled,4950,
Half Meal,150, Nepal  , Chandigarh,0,100,2025,October,1,2,7,9,3,0,Online TA,TA/TO,F,500,4500,No Deposit ,3,Transient-Party,Canceled,4650,
No Meal,0, Norway  , Mumbai,0,100,2024,January,1,2,7,9,2,0,Online TA,TA/TO,A,1000,9000,Advance,4,Transient-Party,Canceled,9000,
Half Meal,150,USA  , Delhi,0,17,2020,November,1,0,1,1,2,2,Online TA,TA/TO,A,1000,1000,Advance,4,Transient,Canceled,1150,
Self Catering,200, Portugal  , Pune,0,68,2022,April,0,0,2,2,3,0,Direct,Direct,C,800,1600,Refundable,2,Transient,No-Show,1800,
Self Catering,200, China  , Mumbai,0,12,2020,November,1,0,2,2,2,2,Direct,Direct,E,600,1200,Non Refundable,3,Transient,Canceled,1400,
Bed & Breakfast,100, China  , Hyderabad,1,77,2024,November,1,0,3,3,2,0,Direct,Direct,A,1000,3000,Advance,2,Transient,Canceled,3100,
Bed & Breakfast,100, China  , Kolkata,1,24,2021,June,1,0,3,3,2,2,Online TA,TA/TO,F,500,1500,Refundable,4,Transient,No-Show,1600,
Full Meal,300, Norway  , Goa,1,44,2024,August,0,0,3,3,2,2,Online TA,TA/TO,E,600,1800,Advance,1,Transient,Canceled,2100,
No Meal,0, Iran  , Bangalore,0,78,2023,March,1,0,3,3,2,0,Online TA,TA/TO,E,600,1800,Refundable,3,Transient,Canceled,1800,
Full Meal,300, Portugal  , Chandigarh,1,17,2025,June,0,1,3,4,2,0,Online TA,TA/TO,A,1000,4000,No Deposit ,2,Transient,Canceled,4300,
No Meal,0, Italy  , Chennai,1,103,2020,November,0,1,3,4,2,0,Online TA,TA/TO,A,1000,4000,Refundable,4,Transient,No-Show,4000,
Bed & Breakfast,100, Italy  , Bangalore,0,16,2020,September,0,1,3,4,1,0,Direct,Direct,D,700,2800,Advance,4,Transient,No-Show,2900,
Self Catering,200, Italy  , Bangalore,0,14,2021,November,0,2,3,5,2,0,Online TA,TA/TO,C,800,4000,Non Refundable,2,Transient,Check-Out,4200,
Half Meal,150, Nepal  , Bangalore,0,77,2025,January,1,2,3,5,2,0,Offline TA/TO,TA/TO,D,700,3500,Advance,1,Transient,Canceled,3650,
No Meal,0, Norway  , Chandigarh,0,90,2025,November,1,2,5,7,2,0,Offline TA/TO,TA/TO,F,500,3500,Advance,4,Transient,Canceled,3500,
Bed & Breakfast,100, Italy  , Chandigarh,0,90,2021,May,1,2,5,7,2,0,Offline TA/TO,TA/TO,C,800,5600,No Deposit ,3,Contract,No-Show,5700,
Self Catering,200, Portugal  , Mumbai,0,90,2023,June,0,2,5,7,2,0,Offline TA/TO,TA/TO,D,700,4900,No Deposit ,4,Contract,No-Show,5100,
Half Meal,150, Norway  , Bhopal,0,366,2023,November,1,2,5,7,2,0,Offline TA/TO,TA/TO,D,700,4900,Non Refundable,2,Contract,Canceled,5050,
Full Meal,300, Norway  , Bangalore,0,249,2024,March,0,2,5,7,2,0,Online TA,TA/TO,E,600,4200,Advance,4,Transient,Check-Out,4500,
Half Meal,150, Portugal  , Lucknow,1,69,2022,January,1,2,6,8,2,0,Online TA,TA/TO,B,900,7200,Non Refundable,2,Transient,Canceled,7350,
Half Meal,150,Europe, Chandigarh,0,10,2020,October,1,0,1,1,2,0,Direct,Direct,A,1000,1000,Advance,1,Transient,Check-Out,1150,
No Meal,0,Europe, Hyderabad,0,22,2024,September,0,0,2,2,2,0,Online TA,TA/TO,C,800,1600,Advance,3,Transient,Canceled,1600,
No Meal,0, Nepal  , Bhopal,0,91,2025,June,0,0,2,2,2,0,Online TA,TA/TO,E,600,1200,Advance,2,Transient,Check-Out,1200,
No Meal,0, Iran  , Bhopal,0,23,2022,April,0,0,2,2,2,0,Online TA,TA/TO,C,800,1600,Non Refundable,1,Transient,No-Show,1600,
Full Meal,300, Portugal  , Mumbai,0,11,2020,February,1,0,2,2,2,0,Online TA,TA/TO,F,500,1000,Advance,1,Transient,Canceled,1300,
Bed & Breakfast,100, Nepal  , Kochi,0,3,2021,April,0,0,2,2,2,0,Online TA,TA/TO,B,900,1800,Advance,4,Transient,Canceled,1900,
Half Meal,150, Portugal  , Jaipur,0,13,2021,November,1,0,2,2,2,1,Online TA,TA/TO,B,900,1800,No Deposit ,2,Transient,Check-Out,1950,
No Meal,0, Portugal  , Goa,0,108,2023,September,1,0,2,2,2,0,Online TA,TA/TO,A,1000,2000,Non Refundable,4,Transient,Canceled,2000,
Bed & Breakfast,100, Iran  , Kolkata,0,91,2022,May,0,0,2,2,2,0,Online TA,TA/TO,B,900,1800,Non Refundable,1,Transient,No-Show,1900,
Self Catering,200,Europe, Jaipur,0,37,2022,September,1,1,2,3,2,0,Online TA,TA/TO,C,800,2400,Non Refundable,2,Transient,No-Show,2600,
No Meal,0,USA  , Chennai,0,21,2020,March,0,1,2,3,2,0,Direct,Direct,D,700,2100,Refundable,2,Transient,Canceled,2100,
Self Catering,200, Norway  , Pune,0,106,2020,March,1,1,2,3,2,0,Online TA,TA/TO,A,1000,3000,Non Refundable,2,Transient,Canceled,3200,
Bed & Breakfast,100, Iran  , Indore,0,30,2023,July,0,2,2,4,2,0,Direct,Direct,A,1000,4000,Non Refundable,2,Transient-Party,No-Show,4100,
Self Catering,200, Iran  , Delhi,0,30,2023,September,0,2,2,4,2,0,Direct,Direct,B,900,3600,Advance,1,Transient-Party,Canceled,3800,
No Meal,0, Italy  , Lucknow,1,51,2021,October,1,2,3,5,2,0,Online TA,TA/TO,C,800,4000,No Deposit ,3,Transient,Canceled,4000,
Half Meal,150, Portugal  , Goa,0,79,2025,November,1,2,3,5,2,0,Online TA,TA/TO,F,500,2500,Non Refundable,4,Transient,Canceled,2650,
No Meal,0, Iran  , Lucknow,0,21,2024,December,1,2,3,5,2,0,Direct,Direct,A,1000,5000,No Deposit ,1,Transient,No-Show,5000,
Self Catering,200, Norway  , Indore,0,35,2023,June,0,2,3,5,2,2,Online TA,TA/TO,B,900,4500,Non Refundable,4,Transient,No-Show,4700,
Half Meal,150, Italy  , Delhi,0,78,2021,September,0,2,5,7,2,0,Online TA,TA/TO,C,800,5600,Advance,3,Transient,Check-Out,5750,
Bed & Breakfast,100, China  , Indore,0,31,2024,February,0,2,5,7,2,0,Direct,Direct,B,900,6300,No Deposit ,3,Transient,No-Show,6400,
Full Meal,300, Spain  , Bangalore,0,78,2020,August,0,2,5,7,2,0,Online TA,TA/TO,C,800,5600,Advance,4,Transient,Canceled,5900,
No Meal,0, Spain  , Jaipur,0,78,2025,June,1,2,5,7,2,0,Online TA,TA/TO,A,1000,7000,Non Refundable,3,Transient,No-Show,7000,
Full Meal,300, Nepal  , Lucknow,0,44,2020,June,1,2,5,7,1,0,Offline TA/TO,TA/TO,F,500,3500,Advance,2,Transient,No-Show,3800,
No Meal,0, Norway  , Jaipur,0,34,2022,July,0,2,5,7,2,1,Online TA,TA/TO,B,900,6300,Non Refundable,4,Transient,Check-Out,6300,
Bed & Breakfast,100,Europe, Pune,0,87,2021,August,0,2,5,7,2,1,Offline TA/TO,TA/TO,A,1000,7000,No Deposit ,3,Transient,No-Show,7100,
Self Catering,200, China  , Ahmedabad,0,11,2025,September,1,2,6,8,3,1,Direct,Direct,A,1000,8000,No Deposit ,4,Transient,Check-Out,8200,
Self Catering,200, Portugal  , Kochi,0,115,2023,October,1,2,7,9,2,0,Online TA,TA/TO,B,900,8100,No Deposit ,4,Transient,No-Show,8300,
Self Catering,200, China  , Chandigarh,0,86,2024,May,0,3,7,10,2,0,Online TA,TA/TO,C,800,8000,Advance,2,Transient,Check-Out,8200,
Self Catering,200,USA  , Kolkata,0,41,2025,September,1,4,7,11,2,0,Online TA,TA/TO,F,500,5500,Refundable,3,Transient,Canceled,5700,
Half Meal,150, China  , Lucknow,0,32,2020,May,1,4,9,13,2,0,Online TA,TA/TO,A,1000,13000,Advance,4,Transient,Canceled,13150,
Half Meal,150, China  , Goa,0,34,2024,July,1,2,5,7,2,1,Online TA,TA/TO,E,600,4200,Non Refundable,2,Transient,Check-Out,4350,
Bed & Breakfast,100, Portugal  , Pune,0,34,2023,November,1,2,5,7,2,0,Online TA,TA/TO,E,600,4200,Non Refundable,1,Transient,No-Show,4300,
No Meal,0,USA  , Delhi,1,100,2023,October,0,2,3,5,2,1,Offline TA/TO,TA/TO,A,1000,5000,Refundable,3,Transient,No-Show,5000,
Self Catering,200,USA  , Kolkata,0,44,2024,May,1,2,3,5,2,0,Online TA,TA/TO,B,900,4500,Advance,3,Transient,Check-Out,4700,
Self Catering,200, Iran  , Kolkata,0,304,2025,May,1,2,4,6,2,0,Direct,TA/TO,E,600,3600,Advance,3,Transient,Check-Out,3800,
No Meal,0, Nepal  , Delhi,1,36,2020,May,1,2,4,6,2,0,Online TA,TA/TO,F,500,3000,No Deposit ,3,Transient,No-Show,3000,
Full Meal,300, Norway  , Delhi,0,117,2022,December,0,2,4,6,3,0,Offline TA/TO,TA/TO,A,1000,6000,Refundable,1,Transient,No-Show,6300,
Self Catering,200, Portugal  , Pune,0,70,2025,February,0,2,4,6,2,0,Online TA,TA/TO,A,1000,6000,Advance,4,Transient,Canceled,6200,
Half Meal,150, Iran  , Delhi,0,110,2021,April,0,2,5,7,2,0,Direct,Direct,B,900,6300,No Deposit ,3,Transient,Canceled,6450,
Full Meal,300, Nepal  , Bhopal,1,109,2025,November,0,2,5,7,2,0,Online TA,TA/TO,F,500,3500,Advance,1,Transient,No-Show,3800,
Half Meal,150, Norway  , Ahmedabad,0,33,2023,August,1,2,2,4,2,0,Online TA,TA/TO,C,800,3200,Refundable,1,Transient,Canceled,3350,
Bed & Breakfast,100, Portugal  , Ahmedabad,0,33,2022,June,1,2,2,4,2,0,Online TA,TA/TO,E,600,2400,No Deposit ,1,Transient,Check-Out,2500,
Half Meal,150, Iran  , Goa,0,33,2023,March,1,2,2,4,2,0,Online TA,TA/TO,A,1000,4000,Non Refundable,3,Transient,Check-Out,4150,
Bed & Breakfast,100, Nepal  , Kolkata,0,0,2025,April,1,0,1,1,1,0,Direct,Direct,C,800,800,No Deposit ,4,Transient,Canceled,900,
Self Catering,200, Spain  , Hyderabad,0,0,2023,September,1,0,1,1,2,0,Online TA,TA/TO,D,700,700,Refundable,2,Transient,No-Show,900,
No Meal,0, Nepal  , Delhi,0,0,2020,March,0,0,1,1,2,0,Direct,Direct,B,900,900,Non Refundable,4,Transient,Check-Out,900,
Self Catering,200, Nepal  , Hyderabad,0,0,2020,August,0,0,1,1,2,0,Online TA,TA/TO,E,600,600,Non Refundable,2,Transient,No-Show,800,
Full Meal,300, Nepal  , Jaipur,0,84,2025,October,1,1,1,2,2,0,Corporate,Corporate,A,1000,2000,Advance,3,Transient,Check-Out,2300,
Half Meal,150,Europe, Ahmedabad,0,71,2022,February,0,1,1,2,2,0,Offline TA/TO,TA/TO,C,800,1600,Refundable,2,Transient,Check-Out,1750,
No Meal,0, China  , Mumbai,0,16,2021,February,1,1,1,2,2,0,Online TA,TA/TO,C,800,1600,Refundable,2,Transient,Canceled,1600,
Half Meal,150, Spain  , Ahmedabad,0,54,2022,February,0,2,1,3,2,0,Online TA,TA/TO,B,900,2700,No Deposit ,1,Transient,Canceled,2850,
Bed & Breakfast,100, China  , Chennai,0,8,2023,March,1,2,1,3,2,0,Online TA,TA/TO,F,500,1500,Advance,4,Transient,Canceled,1600,
Full Meal,300,USA  , Kochi,0,36,2022,November,0,2,5,7,2,0,Offline TA/TO,TA/TO,D,700,4900,Refundable,3,Transient,No-Show,5200,
Self Catering,200,Europe, Delhi,0,40,2024,October,0,2,5,7,2,0,Online TA,TA/TO,D,700,4900,Non Refundable,2,Transient,Canceled,5100,
Half Meal,150,Europe, Chandigarh,1,59,2022,May,0,2,6,8,2,0,Online TA,TA/TO,A,1000,8000,Advance,3,Transient,Canceled,8150,
No Meal,0, Portugal  , Pune,0,79,2024,March,1,2,6,8,2,2,Direct,Direct,E,600,4800,Refundable,1,Transient,Check-Out,4800,
No Meal,0, Spain  , Bhopal,0,32,2024,April,1,4,6,10,2,0,Online TA,TA/TO,D,700,7000,Non Refundable,1,Transient,Canceled,7000,
Half Meal,150, Italy  , Pune,0,110,2023,March,0,2,5,7,2,0,Direct,Direct,C,800,5600,Refundable,1,Transient,Check-Out,5750,
Half Meal,150, Nepal  , Delhi,0,33,2021,May,1,2,5,7,2,0,Online TA,TA/TO,A,1000,7000,Non Refundable,3,Transient,No-Show,7150,
Self Catering,200,USA  , Indore,0,53,2025,February,1,1,0,1,2,2,Online TA,TA/TO,F,500,500,No Deposit ,4,Transient,Check-Out,700,
Self Catering,200, Portugal  , Chandigarh,0,2,2025,May,1,1,0,1,2,0,Online TA,TA/TO,A,1000,1000,Advance,4,Transient,No-Show,1200,
Self Catering,200, Nepal  , Bangalore,0,8,2021,October,1,2,4,6,2,1,Online TA,TA/TO,E,600,3600,Advance,1,Transient,Canceled,3800,
No Meal,0, Portugal  , Bhopal,1,72,2022,October,0,2,4,6,2,0,Online TA,TA/TO,D,700,4200,Refundable,3,Transient,Check-Out,4200,
No Meal,0,USA  , Hyderabad,0,12,2022,March,0,2,5,7,2,0,Online TA,TA/TO,A,1000,7000,No Deposit ,2,Transient,Canceled,7000,
No Meal,0,USA  , Bhopal,0,48,2024,July,1,2,5,7,2,0,Offline TA/TO,TA/TO,A,1000,7000,Advance,3,Transient,Canceled,7000,
Self Catering,200, Portugal  , Chennai,0,90,2024,July,1,2,5,7,2,0,Offline TA/TO,TA/TO,C,800,5600,Refundable,2,Transient-Party,Canceled,5800,
Half Meal,150, Norway  , Hyderabad,0,34,2023,July,1,2,5,7,2,0,Offline TA/TO,TA/TO,C,800,5600,Non Refundable,3,Transient,No-Show,5750,
Full Meal,300, Portugal  , Hyderabad,1,58,2022,December,0,2,5,7,3,1,Direct,Direct,D,700,4900,Non Refundable,4,Transient,Check-Out,5200,
Bed & Breakfast,100, Norway  , Jaipur,0,59,2025,February,1,2,5,7,2,0,Offline TA/TO,TA/TO,F,500,3500,Non Refundable,4,Contract,No-Show,3600,
Self Catering,200,USA  , Chennai,0,90,2022,November,0,2,5,7,2,0,Offline TA/TO,TA/TO,A,1000,7000,Advance,1,Transient-Party,No-Show,7200,
Bed & Breakfast,100, Spain  , Delhi,0,116,2025,February,1,2,5,7,2,0,Offline TA/TO,TA/TO,B,900,6300,Refundable,1,Contract,No-Show,6400,
Half Meal,150,Europe, Indore,0,31,2022,November,1,2,5,7,2,0,Offline TA/TO,TA/TO,F,500,3500,Refundable,4,Transient,Check-Out,3650,
Self Catering,200, Spain  , Hyderabad,1,51,2024,April,1,2,5,7,2,0,Online TA,TA/TO,A,1000,7000,Non Refundable,4,Transient,Canceled,7200,
No Meal,0, Italy  , Lucknow,0,48,2022,September,1,2,5,7,2,0,Offline TA/TO,TA/TO,C,800,5600,Non Refundable,4,Transient,Canceled,5600,
Bed & Breakfast,100, Italy  , Mumbai,0,59,2021,February,1,2,5,7,2,0,Online TA,TA/TO,B,900,6300,Non Refundable,3,Transient,Check-Out,6400,
No Meal,0, China  , Kolkata,1,97,2020,September,1,3,5,8,2,0,Online TA,TA/TO,E,600,4800,Non Refundable,2,Transient,Canceled,4800,
Bed & Breakfast,100, Nepal  , Pune,0,12,2022,September,1,4,5,9,2,0,Online TA,TA/TO,F,500,4500,No Deposit ,1,Transient,No-Show,4600,
Self Catering,200,USA  , Bhopal,0,64,2020,November,1,4,5,9,2,0,Online TA,TA/TO,D,700,6300,Refundable,4,Transient,No-Show,6500,
Full Meal,300, Nepal  , Chennai,0,31,2025,November,1,4,7,11,2,0,Offline TA/TO,TA/TO,D,700,7700,Non Refundable,2,Transient,Canceled,8000,
No Meal,0, Iran  , Kochi,0,59,2023,March,1,4,7,11,2,0,Offline TA/TO,TA/TO,C,800,8800,Refundable,1,Contract,No-Show,8800,
Full Meal,300, Iran  , Kochi,1,55,2025,November,1,4,10,14,2,10,Offline TA/TO,TA/TO,F,500,7000,No Deposit ,4,Contract,No-Show,7300,
Bed & Breakfast,100, Portugal  , Indore,0,81,2023,September,1,2,5,7,2,0,Offline TA/TO,TA/TO,E,600,4200,Non Refundable,2,Transient,No-Show,4300,
Self Catering,200, China  , Delhi,0,1,2025,September,0,1,0,1,2,0,Online TA,TA/TO,C,800,800,Non Refundable,1,Transient,Check-Out,1000,
Self Catering,200,Europe, Kochi,0,34,2025,May,1,2,0,2,2,2,Online TA,TA/TO,B,900,1800,Advance,4,Transient,Canceled,2000,
Self Catering,200, Portugal  , Hyderabad,0,13,2024,March,0,2,0,2,2,0,Online TA,TA/TO,B,900,1800,Refundable,1,Transient,No-Show,2000,
Self Catering,200, Iran  , Ahmedabad,0,40,2022,January,1,2,0,2,2,0,Online TA,TA/TO,B,900,1800,Non Refundable,4,Transient,Check-Out,2000,
Bed & Breakfast,100,USA  , Indore,0,1,2020,October,1,2,0,2,2,0,Online TA,TA/TO,A,1000,2000,Non Refundable,1,Transient,Canceled,2100,
No Meal,0, China  , Bangalore,0,34,2025,December,0,2,0,2,2,0,Online TA,TA/TO,B,900,1800,Non Refundable,3,Transient,Canceled,1800,
Full Meal,300, Spain  , Indore,0,88,2023,August,1,2,1,3,2,0,Offline TA/TO,TA/TO,B,900,2700,Refundable,3,Contract,Check-Out,3000,
Bed & Breakfast,100, Spain  , Bhopal,0,9,2022,October,1,2,1,3,2,0,Online TA,TA/TO,B,900,2700,Refundable,2,Transient,No-Show,2800,
Self Catering,200,Europe, Delhi,1,24,2023,January,1,2,1,3,2,0,Online TA,TA/TO,D,700,2100,Refundable,1,Transient,Canceled,2300,
No Meal,0, Portugal  , Bangalore,0,97,2022,September,0,2,2,4,2,0,Offline TA/TO,TA/TO,F,500,2000,Advance,3,Transient,No-Show,2000,
Full Meal,300,USA  , Hyderabad,0,60,2021,June,0,2,2,4,2,0,Online TA,TA/TO,D,700,2800,Non Refundable,1,Transient,Check-Out,3100,
No Meal,0, Spain  , Pune,0,100,2021,July,1,2,2,4,2,2,Direct,Direct,B,900,3600,No Deposit ,4,Transient,Canceled,3600,
Half Meal,150, Norway  , Bangalore,0,50,2022,August,1,2,3,5,2,0,Offline TA/TO,TA/TO,F,500,2500,Refundable,2,Contract,No-Show,2650,
No Meal,0, Spain  , Chandigarh,1,47,2022,January,1,2,3,5,2,0,Online TA,TA/TO,A,1000,5000,Advance,3,Transient,Check-Out,5000,
